company_name,perm_id,ticker_code,industry,
Shree Ganesh Remedies Ltd,5057777372,SGRL,Biotechnology & Pharmaceuticals,
Binh Dinh Minerals JSC,4296192391,BMC,Metals & Mining,
Tien Wah Press Holdings Bhd,5000045333,TWP,Professional & Commercial Services,
Samse SA,4295866743,SAMS,Multiline and Specialty Retailers & Distributors,
Zhejiang United Investment Holdings Group Ltd,5046736395,8366,Engineering & Construction Services,
Sciuker Frames SpA,5064644916,SCK,Building Products & Furnishings,
Dynaciate Group Bhd,5000770085,DYGB,Iron & Steel Producers,
Fureasu Co Ltd,5037145192,7062,Professional & Commercial Services,
Manazel Real Estate PJSC,5000053995,MANAZEL,Real Estate,
Nihon Falcom Corp,4295876069,3723,Software & IT Services,
Grand Fortune Securities Co Ltd,5000864071,6026,Investment Banking & Brokerage,
Prosperous Industrial (Holdings) Ltd,5037076015,1731,Apparel, Accessories & Footwear,
Applied DB PCL,5055474424,ADB,Chemicals,
Astron Paper & Board Mill Ltd,5044196701,ASTRON,Containers & Packaging,
Sintercom India Ltd,5044694521,SINTER,Auto Parts,
Ganga Papers India Ltd,5001183961,GPIL,Pulp & Paper Products,
CB Group Management Co Ltd,4295879620,9852,Multiline and Specialty Retailers & Distributors,
Argus SA,4297732952,UARG,Agricultural Products,
Gujarat Sidhee Cement Ltd,4295873815,GSCL,Construction Materials,
Archies Ltd,4295873313,AGG,Multiline and Specialty Retailers & Distributors,
Central Container JSC,5035172850,VSM,Marine Transportation,
JKG Land Bhd,4295883783,JKG,Real Estate,
Cen Link Co Ltd,5044692544,5254,Hardware,
CI Resources Ltd,5000030223,CII,Metals & Mining,
Choice Development Inc,4295892176,9929,Professional & Commercial Services,
Pudjiadi Prestige Tbk PT,4295874708,PUDP,Hotels & Lodging,
Azul Azul SA,4298057031,AZUL,Leisure Facilities,
Zengame Technology Holding Ltd,5066597667,2660,Software & IT Services,
Emico Holdings Bhd,4295883770,EMI,Industrial Machinery & Goods,
EuroDry Ltd,5063744219,EDRY,Marine Transportation,
Takachiho Koheki Co Ltd,4295878292,2676,Multiline and Specialty Retailers & Distributors,
Karin Technology Holdings Ltd,4295888039,KTH,Electronic Manufacturing Services & Original Design Manufacturing,
BTC Health Ltd,4295856331,BTC,Asset Management & Custody Activities,
eBroker Group Ltd,5051801396,8036,Software & IT Services,
Tribhovandas Bhimji Zaveri Ltd,4298178246,TBZL,Metals & Mining,
eSOL Co Ltd,4298524378,4420,Software & IT Services,
Repro India Ltd,4295872828,REPR,Professional & Commercial Services,
Zhejiang Huamei Holding Co Ltd,4295863719,000607,Electrical & Electronic Equipment,
BIDV Insurance Corp,4297106501,BIC,Insurance,
JTF International Holdings Ltd,5056437995,8479,Oil & Gas - Refining & Marketing,
Sescom SA,5039800860,SES,Software & IT Services,
CNH Co Ltd,4295882617,023460,Real Estate,
De.mem Ltd,5054556224,DEM,Industrial Machinery & Goods,
Duksan Techopia Co Ltd,5035749456,317330,Semiconductors,
Compucom Software Ltd,4295874144,CPCS,Software & IT Services,
Grand Venture Technology Ltd,5067173454,GVTL,Industrial Machinery & Goods,
Safari Investments (RSA) Ltd,5042242339,SAR,Real Estate,
DPI Holdings Bhd,5066627598,DPIH,Chemicals,
Acoustech Bhd,4295883550,ATEC,Hardware,
Yokohama Gyorui Co Ltd,4295879513,7443,Food Retailers & Distributors,
Prime Financial Group Ltd,4295858740,PFG,Asset Management & Custody Activities,
Ideal Power Inc,5040202705,IPWR,Electrical & Electronic Equipment,
Dasheng Times Cultural Investment Co Ltd,4295864981,600892,Iron & Steel Producers,
MESB Bhd,4295883829,MESB,Apparel, Accessories & Footwear,
Hosen Group Ltd,4295888023,HOSEN,Food Retailers & Distributors,
Insan Inc,5056980291,277410,Asset Management & Custody Activities,
Annaik Ltd,4295887401,ABG.H,Iron & Steel Producers,
Centrepoint Alliance Ltd,4295856481,CAF,Insurance,
Lepanto Consolidated Mining Co,4295886245,LCB,Metals & Mining,
Healthconn Corp,5000008452,6665,Health Care Delivery,
Suditi Industries Ltd,4296907753,SDHP,Apparel, Accessories & Footwear,
E-Life Mall Corp,4295892409,6281,Multiline and Specialty Retailers & Distributors,
Digital China Group Co Ltd,4295864739,000034,Software & IT Services,
Jia Group Holdings Ltd,5047105692,8519,Restaurants,
Kanani Industries Ltd,4297843204,KAIL,Apparel, Accessories & Footwear,
Digital Value SpA,5065976888,DGV,Software & IT Services,
Djurslands Bank A/S,4295866133,DJUR,Commercial Banks,
Teknosa Ic ve Dis Ticaret AS,5000088727,TKNSA,Multiline and Specialty Retailers & Distributors,
Writeup Co Ltd,5047007244,6580,Software & IT Services,
Bengal Energy Ltd,4295862503,BNG,Oil & Gas - Exploration & Production,
Friulchem SpA,5037954315,FCM,Biotechnology & Pharmaceuticals,
WH Ireland Group PLC,4295895543,WHI,Investment Banking & Brokerage,
Sangshin Electronics Co Ltd,5001174745,263810,Electrical & Electronic Equipment,
Akfen Gayrimenkul Yatirim Ortakligi AS,5001089389,AKFGY,Real Estate,
Kiran Vyapar Ltd,5042242255,KIRV,Investment Banking & Brokerage,
SSR Inc,5056440284,275630,Software & IT Services,
China Mining International Ltd,4295864879,SUNS,Real Estate,
Jubilee Holdings Ltd,5000095299,JBIC,Insurance,
Greenheart Group Ltd,4295870843,94,Forestry Management,
Copro-Holdings Co Ltd,5039669925,7059,Professional & Commercial Services,
Tak Lee Machinery Holdings Ltd,5052133303,8142,Multiline and Specialty Retailers & Distributors,
Grupo Sports World SAB de CV,5001189446,SPORTS,Leisure Facilities,
Buana Finance Tbk PT,4295874669,BBLD,Consumer Finance,
Hatena Co Ltd,5047749172,3930,Internet Media & Services,
Health Italia SpA,5052536908,HI,Managed Care,
Ribo Fashion Group Co Ltd,5047640292,603196,Apparel, Accessories & Footwear,
Muscat Finance SAOG,4296375452,MFCI,Consumer Finance,
Digital Wine Ventures Ltd,4295856297,DW8,Food Retailers & Distributors,
Axita Cotton Ltd,5066623185,AXITA,Apparel, Accessories & Footwear,
Peers Co Ltd,5046018359,7066,Professional & Commercial Services,
E2E Networks Ltd,5035095552,E2E,Internet Media & Services,
iZafe Group AB,5001450274,IZAFEB,Medical Equipment & Supplies,
ATIF Holdings Ltd,5067170160,ATIF,Asset Management & Custody Activities,
Luminescence Technology Corp,5035415703,6729,Chemicals,
REIL Electricals India Ltd,5000047084,REIL,Auto Parts,
Istrabenz dd,4295888321,ITBG,Oil & Gas - Refining & Marketing,
Dolphin Drilling ASA,4295885486,DDASA,Oil & Gas - Services,
Deep Polymers Ltd,5064588790,DEEP,Chemicals,
Centr Brands Corp,5037853208,CNTR,Metals & Mining,
Famous Dave's of America Inc,4295906425,DAVE,Restaurants,
Jujubee SA,5046046473,JJB,Software & IT Services,
Playsafe Holding AS,4298054821,PLAY,Casinos & Gaming,
Patientsky Group AS,5073668764,PSKYME,Software & IT Services,
Qingdao Haier Biomedical Co Ltd,5000065864,688139,Medical Equipment & Supplies,
Omatek Ventures PLC,4298025395,OMATEK,Hardware,
Lmp Automotive Holdings Inc,5061175089,LMPX,Multiline and Specialty Retailers & Distributors,
StarPower Semiconductor Ltd,5066575432,603290,Semiconductors,
Stern Immobilien AG,5001198070,SY5N,Real Estate,
W&E Source Corp,4295864982,W,E-Commerce,
African Distillers Ltd,4295916354,AFDS,Alcoholic Beverages,
Dion Global Solutions Ltd,4295873745,DION,Software & IT Services,
Frontier Oilfield Services Inc,4295899254,FOSI,Oil & Gas - Services,
Bioharvest Sciences Inc,5045389760,BHSC,Tobacco,
Green Seal Holding Ltd,5040928595,1262,Industrial Machinery & Goods,
CNI Research Ltd,4295873479,CNIR,Internet Media & Services,
Thai Industrial Fund 1,4295893146,INDOY,Real Estate,
Bafang Electric Suzhou Co Ltd,5050918868,603489,Toys & Sporting Goods,
Tien Son Thanh Hoa JSC,5058983154,AAT,Apparel, Accessories & Footwear,
Tree of Knowledge International Corp,4296201912,TOKI,Software & IT Services,
Up Energy Development Group Ltd,4295871096,307,Coal Operations,
Remed Co Ltd,5057960089,302550,Medical Equipment & Supplies,
Akashdeep Metal Industries Ltd,5044065525,AKAS,Investment Banking & Brokerage,
RS Inc,4295882262,ETFM,Automobiles,
Nitin Fire Protection Industries Ltd,4295872869,NFPI,Electrical & Electronic Equipment,
Maniker F&G Co Ltd,5000857418,195500,Meat, Poultry & Dairy,
INCLUSIVE Inc,5034848966,7078,Internet Media & Services,
Quantum Materials Corp,4298010088,QTMM,Semiconductors,
Aliansce Shopping Centers SA,4297644558,ALSC3,Real Estate,
Metallica Minerals Ltd,4295858681,MLM,Metals & Mining,
Jainco Projects (India) Ltd,4296915878,JNCP,Gas Utilities & Distributors,
Melstar Information Technologies Ltd,4295872163,MIT,Software & IT Services,
Keiwa Inc,4298184661,4251,Chemicals,
Southern Hydropower JSC,5001150590,SHP,Electric Utilities & Power Generators,
Janison Education Group Ltd,4295856508,JAN,Professional & Commercial Services,
Solarvest Holdings Bhd,5068314213,SOLAR,Solar Technology & Project Developers,
HPC Systems Inc,5036346948,6597,Hardware,
Minergy Ltd,5055475107,MIN,Hotels & Lodging,
Aslan Cimento AS,4295893735,ASLAN,Construction Materials,
Friend Co Ltd,5058972297,605050,Metals & Mining,
Exeo Entertainment Inc,5036383777,EXEO,Hardware,
Tix Corp,4295912862,6747,Medical Equipment & Supplies,
Netjoy Holdings Ltd,5074843610,2131,Advertising & Marketing,
Omphalos Corp,4296410489,OMPS,Industrial Machinery & Goods,
WealthNavi Inc,5046394366,7342,Asset Management & Custody Activities,
Var Energi AS,4297340468,VAR,Oil & Gas - Exploration & Production,
Albirana Properties SOCIMI SA,5055409657,YAPS,Real Estate,
Montauk Renewables Inc,5079227055,MNTK,Biofuels,
Retail Holdings NV,4296962437,RHDGF,Multiline and Specialty Retailers & Distributors,
Forbes Energy Services Ltd,5059037113,FLSS,Oil & Gas - Services,
Bank Of Idaho Holding Co,4296345927,BOID,Commercial Banks,
Else Nutrition Holdings Inc,5037249155,BABY,Processed Foods,
Point Engineering Co Ltd,5052147097,176560,Semiconductors,
JG Environmental Technology Co Ltd,5067178349,6723,Industrial Machinery & Goods,
GPS Alliance Holdings Ltd,5035467210,GPS,Real Estate,
Shandong Longertek Technology Co Ltd,5042948449,300594,Building Products & Furnishings,
Power Solutions Ltd,5046022377,4450,Software & IT Services,
Proteo Inc,4295915959,PTEO,Biotechnology & Pharmaceuticals,
Esi SpA,5076166101,ESI,Engineering & Construction Services,
Next Science Ltd,5068325356,NXS,Medical Equipment & Supplies,
Superland Group Holdings Ltd,5073068579,368,Engineering & Construction Services,
Fonterelli GmbH & Co KGaA,4297894257,FTRK,Asset Management & Custody Activities,
Abano Healthcare Group Ltd,4295885250,ABA,Health Care Delivery,
BioForce Nanosciences Holdings Inc,4295903457,BFNH,Electrical & Electronic Equipment,
Gloster Ltd,5035482618,GLOS,Apparel, Accessories & Footwear,
WageWorks Inc,4296891023,WAGE,Software & IT Services,
5G Networks Ltd,5057937478,5GN,Telecommunication Services,
Tsukuruba Inc,5070520282,2978,Internet Media & Services,
Mena Mani Industries Ltd,4297951524,MENAMANI,Investment Banking & Brokerage,
Queste Communications Ltd,4295858069,QUE,Telecommunication Services,
EXCO Resources Inc,4295906233,EXCE,Oil & Gas - Exploration & Production,
Hang Yick Holdings Co Ltd,5064125990,1894,Engineering & Construction Services,
Sihayo Gold Ltd,4295857752,SIH,Metals & Mining,
SDS Holdings Co Ltd,4295880382,1711,Engineering & Construction Services,
Phio Pharmaceuticals Corp,5020686124,PHIO,Biotechnology & Pharmaceuticals,
Liberty Health Sciences Inc,5043459955,LHS,Biotechnology & Pharmaceuticals,
Komplett ASA,4295885695,KOMPL,E-Commerce,
EQTEC PLC,4298094096,EQT,Electric Utilities & Power Generators,
Genex Infosys Ltd,5066605535,GENEXIL,Software & IT Services,
Goodspeed Co Ltd,5045730722,7676,Multiline and Specialty Retailers & Distributors,
DCD Media PLC,4295896596,DCD,Media & Entertainment,
Fujian Forecam Optics Co Ltd,5057830402,688010,Aerospace & Defence,
Adtiger Corp Ltd,5071402415,1163,Advertising & Marketing,
HY Electronic (Cayman) Ltd,5055433613,6573,Semiconductors,
Revere Bank,5000648559,REVB,Commercial Banks,
HPMT Holdings Bhd,5066627733,HPMT,Industrial Machinery & Goods,
Eve Investments Ltd,4295858646,EVE,Asset Management & Custody Activities,
Shahlon Silk Industries Ltd,5066606836,SHAHLON,Apparel, Accessories & Footwear,
Chigo Holding Ltd,5000023678,449,Electrical & Electronic Equipment,
Finjan Holdings Inc,4295902931,FNJN,Professional & Commercial Services,
Jiangxi Tianxin Pharmaceutical Co Ltd,5000446461,603235,Household & Personal Products,
North European Oil Royalty Trust,5053128390,NRT,Oil & Gas - Exploration & Production,
Runsystem Co Ltd,4295880315,3326,Leisure Facilities,
Kimou Environmental Holding Ltd,5067936173,6805,Engineering & Construction Services,
Freja eID Group AB,5044174420,FREJA,Software & IT Services,
Shenyang Public Utility Holdings Co Ltd,4295864565,747,Home Builders,
Xingfa Aluminium Holdings Ltd,4295865165,98,Metals & Mining,
Amanah Leasing PCL,4295893126,AMANAH,Consumer Finance,
Ginza Renoir Co Ltd,4295879714,9853,Restaurants,
Sonic Interfreight PCL,5062382480,SONIC,Air Freight & Logistics,
Casa de Bolsa Finamex SAB de CV,4295884437,FINAMEXO,Investment Banking & Brokerage,
Beijing HuaYuanYiTong Thermal Technology Co Ltd,5047640265,002893,Industrial Machinery & Goods,
Bukit Darmo Property Tbk PT,4295874464,BKDP,Real Estate,
Equita Group SpA,5057538340,EQUI,Investment Banking & Brokerage,
Life Travel & Tourist Service Co Ltd,5038070952,2745,Professional & Commercial Services,
SMC Electric Ltd,5067844208,2381,Appliance Manufacturing,
Wedge Holdings Co Ltd,4295880230,2388,Consumer Finance,
Binny Ltd,4295916917,BINNY,Apparel, Accessories & Footwear,
Qijing Machinery Co Ltd,5000551135,603677,Hardware,
Daldrup & Soehne AG,5034754899,4DS,Oil & Gas - Services,
Post & Telecommunication Joint Stock Insurance Corp,5000023756,6AN,Containers & Packaging,
IOKCompany Co Ltd,4295881117,078860,Leisure Facilities,
China Ouhua Winery Holdings Ltd,5001193516,COWH,Alcoholic Beverages,
GHT Co Ltd,5052547433,9787,Professional & Commercial Services,
Dogness International Corp,5057832135,DOGZ,Multiline and Specialty Retailers & Distributors,
Phol Dhanya PCL,5000044340,PHOL,Industrial Machinery & Goods,
O-Well Corp,4296408159,7670,Industrial Machinery & Goods,
TCI Industries Ltd,4295873150,TCIN,Multiline and Specialty Retailers & Distributors,
Vstecs Bhd,5000038750,VST,Software & IT Services,
Yun Lee Marine Group Holdings Ltd,5063762252,2682,Marine Transportation,
Dongyang Piston Co Ltd,5000607926,092780,Auto Parts,
Lion Metal Works Tbk PT,4295874606,LION,Building Products & Furnishings,
DKK-Toa Corp,4295876714,6848,Electrical & Electronic Equipment,
Lokum Deweloper SA,5042954932,LKD,Real Estate,
ADVFN PLC,4295897384,AFN,Internet Media & Services,
Arena Bilgisayar Sanayi ve Ticaret AS,4296390034,ARENA,Multiline and Specialty Retailers & Distributors,
China Beststudy Education Group,5064620382,3978,Education,
Hansol PNS Co Ltd,4295881760,010420,Multiline and Specialty Retailers & Distributors,
Toba Pulp Lestari Tbk PT,4295874402,INRU,Pulp & Paper Products,
Alucon PCL,4295893333,ALUCON,Containers & Packaging,
Lee Swee Kiat Group Bhd,4295884225,LSKG,Building Products & Furnishings,
ZillTek Technology Corp,5063738029,6679,Semiconductors,
Trade-Van Information Services Co,4295892499,6183,Software & IT Services,
Zhejiang Youpon Integrated Ceiling Co Ltd,5037341030,002718,Building Products & Furnishings,
Etropal AD,4297724739,5EO,Medical Equipment & Supplies,
DM Solutions Co Ltd,5042265954,6549,Professional & Commercial Services,
Springs Global Participacoes SA,4295860301,SGPS3,Apparel, Accessories & Footwear,
Future Fintech Group Inc,4296410565,FTFT,Processed Foods,
Fund Creation Group Co Ltd,5000046602,3266,Asset Management & Custody Activities,
Gseven Co Ltd,5050656896,2937,Multiline and Specialty Retailers & Distributors,
Global Mastermind Capital Ltd,5048228550,905,Asset Management & Custody Activities,
Moulinvest SA,5001428626,ALMOU,Building Products & Furnishings,
Sun Messe Co Ltd,4295879382,7883,Professional & Commercial Services,
Fandango Holdings PLC,5056434541,FHP,Asset Management & Custody Activities,
Navakij Insurance PCL,4295892964,NKI,Insurance,
Sun-Wa Technos Corp,4295879400,8137,Electronic Manufacturing Services & Original Design Manufacturing,
Tesgas SA,4298516059,TSG,Gas Utilities & Distributors,
Hightech Payment Systems SA,4295884519,HPS,Software & IT Services,
Restar Holdings Corp,5000101750,3156,Semiconductors,
Sanko Pazarlama Ithalat Ihracat AS,4295893569,SANKO,Apparel, Accessories & Footwear,
Level Biotechnology Inc,4295892245,3118,Medical Equipment & Supplies,
FinTech Chain Ltd,5037929980,FTC,Software & IT Services,
Aju IB Investment Co Ltd,5000050050,027360,Asset Management & Custody Activities,
Boyaa Interactive International Ltd,5040274840,434,Software & IT Services,
Fittech Co Ltd,5066608855,6706,Industrial Machinery & Goods,
S&T Holdings Ltd,5067486256,S,Commercial Banks,
Pantheon Resources PLC,4295899048,PANR,Oil & Gas - Exploration & Production,
1895 Bancorp of Wisconsin Inc,5065368121,BCOW,Mortgage Finance,
Shijiazhuang Kelin Electric Co Ltd,5041976688,603050,Electrical & Electronic Equipment,
Wiseway Group Ltd,5066572691,WWG,Air Freight & Logistics,
DRGem Corp,5035537188,263690,Medical Equipment & Supplies,
Silla Textile,4295882174,001000,Apparel, Accessories & Footwear,
Manila Bulletin Publishing Corp,4295886097,MB,Media & Entertainment,
Bit Digital Inc,5059985977,BTBT,Software & IT Services,
National General Holdings Corp,5037999179,NGHC,Insurance,
My Size Inc,4297231515,MYSZ,Software & IT Services,
Jetema Co Ltd,5050912648,216080,Biotechnology & Pharmaceuticals,
EDESAL Holding SA,5037950726,EDLH,Electric Utilities & Power Generators,
Smiles Inclusive Ltd,5059980815,SIL,Health Care Delivery,
Kitwave Group PLC,5057755390,KITW,Food Retailers & Distributors,
Nanalysis Scientific Corp,5056392630,NSCI,Asset Management & Custody Activities,
Starvest PLC,4295897598,SVE,Asset Management & Custody Activities,
MRP Investments Ltd,4296348846,MRP,Asset Management & Custody Activities,
Amanah Harta Tanah PNB,4295883574,AHP,Real Estate,
Polman SA,4297928631,PLM,Professional & Commercial Services,
Lite-On Japan Ltd,4295878898,2703,Semiconductors,
Wooyang Co Ltd,5000629077,103840,Processed Foods,
Saddle Ranch Media Inc,4295913835,SRMX,Media & Entertainment,
Abans Enterprises Ltd,5000445000,ABEL,Investment Banking & Brokerage,
Transiro Int AB,5052128700,TIRO,Internet Media & Services,
Beijing Hotgen Biotech Co Ltd,5035542014,688068,Medical Equipment & Supplies,
Ecmoho Ltd,5071484329,MOHO,Multiline and Specialty Retailers & Distributors,
Bima Sakti Pertiwi Tbk PT,5069410605,PAMG,Real Estate,
Suzhou HYC Technology Co Ltd,5068926816,688001,Hardware,
CSB Bank Ltd,4296395995,CSBBANK,Commercial Banks,
On Holding AG,5081163589,BCHN,Industrial Machinery & Goods,
Bombay Oxygen Investments Ltd,4296008189,BOMOXY,Chemicals,
Jintex Corp Ltd,4295892246,1787,Chemicals,
Pharmsville Co Ltd,5044672910,318010,Food Retailers & Distributors,
Dukemount Capital PLC,5036203463,DKE,Real Estate,
Ecomiam SA,5058108291,ALECO,Food Retailers & Distributors,
EforA Energy Ltd,4295888819,EEL,Oil & Gas - Exploration & Production,
CKP Products Ltd,5052506068,CKP,Agricultural Products,
Tosho Printing Co Ltd,4295878600,7913,Professional & Commercial Services,
Eastparc Hotel Tbk PT,5069464800,EAST,Hotels & Lodging,
Sino Medical Sciences Technology Inc,5037999065,688108,Medical Equipment & Supplies,
HupSteel Ltd,4295887914,HUP,Iron & Steel Producers,
Sharp Investments Ltd,5000074289,SHPI,Consumer Finance,
GMP Property SOCIMI SA,4297897524,YGMP,Real Estate,
Educomp Solutions Ltd,4295872956,EDSL,Software & IT Services,
Traffic Control Technology Co Ltd,5068926835,688015,Hardware,
Dividend Growth Split Corp,4297880190,GDV,Investment Banking & Brokerage,
Europol Intelligent Network Co Ltd,5000546383,002711,Air Freight & Logistics,
Clinomics Inc,5051601911,352770,Biotechnology & Pharmaceuticals,
Promaster Technology Corp,4298008837,3429,Semiconductors,
Peerapat Technology PCL,5062379309,PRAPAT,Chemicals,
NDS Co Ltd,4295877833,603991,Chemicals,
Larq SA,4298012123,LRQ,Advertising & Marketing,
Nanjing CIGU Technology Corp Ltd,5082057810,688448,Industrial Machinery & Goods,
Vectus Biosystems Ltd,5035525197,VBS,Biotechnology & Pharmaceuticals,
Thai Insurance PCL,4295892809,MTI,Insurance,
Pommersche Provinzial-Zuckersiederei AG,5037590163,PPZ,Asset Management & Custody Activities,
RCL Retail Ltd,5036229994,RCRL,Food Retailers & Distributors,
Sparky AD,4297294005,SPV,Industrial Machinery & Goods,
Mr Hamburger SA,5037365222,MRH,Restaurants,
Opple Lighting Co Ltd,5041747039,603515,Household & Personal Products,
Redwood Pharma AB,5046318142,REDW,Biotechnology & Pharmaceuticals,
Elnusa Tbk PT,4295874763,ELSA,Oil & Gas - Services,
Skywater Technology Inc,5080044663,SKYT,Semiconductors,
Anhui Guangxin Agrochemical Co Ltd,5036212098,603599,Chemicals,
HLS Therapeutics Inc,5062411003,HLS,Biotechnology & Pharmaceuticals,
Force Motors Ltd,4295872258,FML,Automobiles,
Kitex Garments Ltd,4295872586,KTG,Apparel, Accessories & Footwear,
Premium Group Co Ltd,5059015162,7199,Consumer Finance,
Noritz Corp,4295876039,5943,Electrical & Electronic Equipment,
VIB Vermoegen AG,4295869264,VIH,Real Estate,
Alacer Gold Corp,4295862293,ASR,Metals & Mining,
ALM Equity AB,4297896202,ALM,Real Estate,
Nam Tai Property Inc,4295871542,NTP,Real Estate Services,
Guangdong Kanghua Healthcare Co Ltd,5051397853,3689,Health Care Delivery,
Carborundum Universal Ltd,4295873323,CU,Construction Materials,
Complete Logistic Services Bhd,4295883490,CLSB,Air Freight & Logistics,
Aichi Steel Corp,4295877694,5482,Iron & Steel Producers,
Sotetsu Holdings Inc,4295877893,9003,Rail Transportation,
Haad Thip PCL,4295892775,HTC,Non-Alcoholic Beverages,
Prudential Bancorp Inc,4295899146,PBIP,Commercial Banks,
Nuix Ltd,5000463974,NXL,Software & IT Services,
U-Media Communications Inc,5037431004,6470,Hardware,
Digital Media Solutions Inc,5076112013,DMS,Advertising & Marketing,
Prim SA,4295889352,PRM,Medical Equipment & Supplies,
Incross Co Ltd,4298531857,216050,Software & IT Services,
Bank of Valletta PLC,4296393458,BOV,Commercial Banks,
Greatek Electronics Inc,4295891764,2441,Semiconductors,
Hosokawa Micron Corp,4295876281,6277,Industrial Machinery & Goods,
Intech Biopharm Ltd,5035466763,6461,Biotechnology & Pharmaceuticals,
Renata Ltd,4295941152,RENATA,Biotechnology & Pharmaceuticals,
Graubuendner Kantonalbank,4295890959,GRKP,Commercial Banks,
Masan Group Corp,5000062192,MSN,Processed Foods,
Hansol Inticube Co Ltd,4295882287,070590,Multiline and Specialty Retailers & Distributors,
Avinger Inc,5001434417,AVGR,Medical Equipment & Supplies,
Takamiya Co Ltd,4295880757,2445,Industrial Machinery & Goods,
Amsterdam Commodities NV,4295884547,ACOMO,Processed Foods,
Nevada Copper Corp,4298008883,NCU,Metals & Mining,
Wescoal Holdings Ltd,4295889188,WSL,Coal Operations,
Yuanta Securities Korea Co Ltd,5000012417,003470,Investment Banking & Brokerage,
Jedat Inc,4295880472,3841,Software & IT Services,
Vate Technology Co Ltd,4295891010,5344,Semiconductors,
Access Bank Plc,4295986226,ACCESS,Commercial Banks,
Intraco Ltd,4295887629,INTR,Industrial Machinery & Goods,
ContextLogic Inc,5037613017,WISH,E-Commerce,
E&E Recycling Inc,5035458862,E,Oil & Gas - Exploration & Production,
Zomedica Corp,5039630155,ZOM,Medical Equipment & Supplies,
YTN,4295881392,040300,Media & Entertainment,
Asia Tech Image Inc,4298246679,4974,Semiconductors,
Global Ferronickel Holdings Inc,4295886124,FNI,Metals & Mining,
Lovable Lingerie Ltd,5001213493,LLL,Apparel, Accessories & Footwear,
Agora SA,4295886535,AGO,Media & Entertainment,
Stalprodukt SA,4295886511,STP,Industrial Machinery & Goods,
Carlo Gavazzi Holding AG,4295890725,GAV,Industrial Machinery & Goods,
Visa Steel Ltd,4295873463,VISA,Iron & Steel Producers,
Shanghai Baosteel Packaging Co Ltd,5000508042,601968,Containers & Packaging,
Mobile Appliance Inc,4298507641,087260,Aerospace & Defence,
Bintang Mitra Semestaraya Tbk PT,4295874491,BMSR,Real Estate Services,
IC Group A/S,4295866002,IC,Apparel, Accessories & Footwear,
Paz Corp SA,4295863300,PAZ,Home Builders,
Finbar Group Ltd,4295857747,FRI,Real Estate,
E-Litecom Co Ltd,4295882630,041520,Hardware,
Jinhui Holdings Co Ltd,4295871336,137,Marine Transportation,
Ta Liang Technology Co Ltd,4295891781,3167,Industrial Machinery & Goods,
Jiangsu Wanlin Modern Logistics Co Ltd,5000730661,603117,Air Freight & Logistics,
MedPeer Inc,5042934335,6095,Internet Media & Services,
Kee Tai Properties Co Ltd,4295892045,2538,Real Estate,
EVZ Ltd,4295858281,EVZ,Engineering & Construction Services,
Eclat Forever Machinery Co Ltd,5037846795,3485,Electrical & Electronic Equipment,
Mainova AG,4295869544,MNV6,Electric Utilities & Power Generators,
Cho Thavee PCL,5038045481,CHO,Industrial Machinery & Goods,
Digital China Holdings Ltd,4295870916,861,Multiline and Specialty Retailers & Distributors,
Sichuan Datong Gas Development Co Ltd,4295865058,000593,Multiline and Specialty Retailers & Distributors,
International Hotel Investments PLC,4297200729,IHI,Real Estate,
Sat Nusapersada Tbk PT,4295874768,PTSN,Hardware,
AAG Energy Holdings Ltd,5044708856,2686,Oil & Gas - Exploration & Production,
Kerjaya Prospek Group Bhd,4295883928,KPG,Engineering & Construction Services,
Nihon Seiko Co Ltd,4295876528,5729,Chemicals,
Shoei Corp,4296970085,9385,Containers & Packaging,
JTOWER Inc,5040209633,4485,Engineering & Construction Services,
Silver Life Co Ltd,5044611271,9262,Restaurants,
Hachi-Ban Co Ltd,4295879743,9950,Restaurants,
Merck Tbk PT,4295874612,MERK,Biotechnology & Pharmaceuticals,
China Pipe Group Ltd,4295871166,380,Industrial Machinery & Goods,
Mory Industries Inc,4295878689,5464,Iron & Steel Producers,
Arigatou Services Co Ltd,4298179320,3177,Multiline and Specialty Retailers & Distributors,
Bagger Dave's Burger Tavern Inc,5052137086,BDVB,Restaurants,
Mediaseek Inc,4295878989,4824,Software & IT Services,
Pfleiderer Group SA,4295886486,PFL,Forestry Management,
Selena FM SA,4298014977,SEL,Chemicals,
Rapid Synergy Bhd,4295883862,RSB,Asset Management & Custody Activities,
Firstlogic Inc,5044251370,6037,Internet Media & Services,
Bioventix PLC,4296127814,BVXP,Biotechnology & Pharmaceuticals,
Guangdong Chant Group Inc,5000705895,002616,Appliance Manufacturing,
Maridive & Oil Services SAE,4296296314,MOIL,Oil & Gas - Services,
Beijing Capital Grand Ltd,5037358506,1329,Real Estate,
Ace Pillar Co Ltd,4295891884,8374,Industrial Machinery & Goods,
Korean Drug Co Ltd,4295882222,014570,Biotechnology & Pharmaceuticals,
Kingwell Group Ltd,4295870865,1195,Hardware,
Aeon Hokkaido Corp,4295878638,7512,Food Retailers & Distributors,
Century Peak Holdings Corp,5000444507,CPM,Metals & Mining,
King Wai Group Thailand PCL,4295893202,KWG/F,Home Builders,
Elsoft Research Bhd,4295883125,ELSR,Semiconductors,
Thai Agro Energy PCL,5000024378,TAE,Chemicals,
Schulz SA,4295859942,SHUL3,Auto Parts,
